Tensao,Derivada,Bateria
3.3825,0.0010625,1
3.381,0.0011375,1
3.379625,0.0011625,1
3.3785,0.001175,1
3.3775,0.0011625,1
3.376,0.0011625,1
3.375125,0.0011875,1
3.3735,0.0011875,1
3.372375,0.001225,1
3.371125,0.0012125,1
3.369375,0.0013125,1
3.3685,0.00125,1
3.367,0.0012625,1
3.366,0.00125,1
3.364625,0.0012875,1
3.362875,0.0013125,1
3.361875,0.001325,1
3.360625,0.0012875,1
3.35925,0.0013125,1
3.35775,0.0013375,1
3.35675,0.0012625,1
3.355375,0.0013125,1
3.35375,0.001325,1
3.35225,0.001375,1
3.351,0.0013625,1
3.34975,0.0013125,1
3.34825,0.0013625,1
3.34675,0.0013875,1
3.3455,0.001375,1
3.343875,0.0013875,1
3.342875,0.0013875,1
3.34125,0.0014125,1
3.34,0.001375,1
3.338375,0.0013875,1
3.336625,0.0014375,1
3.335375,0.0014375,1
3.333875,0.0014375,1
3.3325,0.001425,1
3.330875,0.0014625,1
3.328875,0.0015,1
3.3275,0.0015375,1
3.32575,0.00155,1
3.324125,0.0015875,1
3.32225,0.0016125,1
3.320625,0.0016,1
3.319,0.0016375,1
3.317375,0.00165,1
3.3155,0.0017,1
3.31375,0.0017125,1
3.311625,0.001725,1
3.30975,0.001775,1
3.308,0.001775,1
3.306,0.0018125,1
3.303875,0.0018375,1
3.30175,0.0018875,1
3.299875,0.0019125,1
3.297125,0.002025,1
3.29525,0.002025,1
3.292125,0.0021625,1
3.289375,0.002225,1
3.287125,0.0022625,1
3.284375,0.0023625,1
3.281625,0.0024375,1
3.278625,0.002525,1
3.2755,0.002625,1
3.272,0.0027875,1
3.26875,0.0028375,1
3.26475,0.00305,1
3.261375,0.003075,1
3.257,0.0032375,1
3.253,0.0034125,1
3.248875,0.00355,1
3.243625,0.0038,1
3.238875,0.003975,1
3.233875,0.0041625,1
3.227375,0.0044625,1
3.221125,0.0047625,1
3.215,0.004975,1
3.208375,0.0053,1
3.2005,0.00565,1
3.192375,0.0060625,1
3.183625,0.006525,1
3.174125,0.00695,1
3.163375,0.00755,1
3.152375,0.00815,1
3.14,0.0087375,1
3.126625,0.00945,1
3.112,0.0103,1
3.09675,0.0111625,1
