Tensao,Derivada,Derivada2a,Bateria
3.6428,0.0134,-0.0002,1
3.6414,0.0132,-0.0004,1
3.6400,0.0135,0.0000,1
3.6385,0.0135,0.0001,1
3.6371,0.0135,-0.0001,1
3.6361,0.0132,-0.0001,1
3.6344,0.0135,-0.0001,1
3.6331,0.0139,0.0009,1
3.6318,0.0136,0.0001,1
3.6305,0.0136,0.0004,1
3.6290,0.0138,0.0004,1
3.6280,0.0134,0.0001,1
3.6265,0.0135,0.0000,1
3.6250,0.0135,0.0000,1
3.6238,0.0134,-0.0001,1
3.6221,0.0140,0.0008,1
3.6210,0.0134,-0.0001,1
3.6195,0.0136,-0.0003,1
3.6183,0.0135,-0.0001,1
3.6170,0.0135,-0.0001,1
3.6153,0.0137,0.0000,1
3.6144,0.0136,0.0002,1
3.6128,0.0137,0.0003,1
3.6116,0.0134,-0.0001,1
3.6100,0.0137,0.0004,1
3.6086,0.0135,-0.0005,1
3.6074,0.0136,0.0002,1
3.6061,0.0134,-0.0002,1
3.6045,0.0137,0.0002,1
3.6034,0.0136,0.0001,1
3.6023,0.0130,-0.0008,1
3.6011,0.0133,-0.0004,1
3.5995,0.0133,-0.0005,1
3.5984,0.0133,-0.0001,1
3.5969,0.0131,-0.0006,1
3.5956,0.0130,-0.0005,1
3.5943,0.0131,-0.0005,1
3.5931,0.0130,-0.0004,1
3.5918,0.0128,-0.0010,1
3.5906,0.0128,-0.0009,1
3.5891,0.0131,0.0001,1
3.5879,0.0132,0.0000,1
3.5873,0.0122,-0.0010,1
3.5859,0.0125,-0.0008,1
3.5843,0.0126,-0.0005,1
3.5831,0.0125,-0.0005,1
3.5820,0.0122,-0.0009,1
3.5808,0.0124,-0.0006,1
3.5794,0.0124,-0.0004,1
3.5784,0.0123,-0.0005,1
3.5771,0.0120,-0.0011,1
3.5760,0.0119,-0.0014,1
3.5748,0.0125,0.0003,1
3.5735,0.0124,-0.0001,1
3.5726,0.0116,-0.0010,1
3.5715,0.0116,-0.0009,1
3.5701,0.0119,-0.0004,1
3.5688,0.0120,-0.0004,1
3.5683,0.0111,-0.0013,1
3.5670,0.0114,-0.0009,1
3.5658,0.0114,-0.0006,1
3.5646,0.0114,-0.0005,1
3.5636,0.0111,-0.0014,1
3.5628,0.0108,-0.0016,1
3.5616,0.0110,-0.0006,1
3.5606,0.0109,-0.0008,1
3.5596,0.0105,-0.0014,1
3.5585,0.0102,-0.0018,1
3.5578,0.0105,-0.0006,1
3.5568,0.0103,-0.0011,1
3.5559,0.0099,-0.0015,1
3.5549,0.0097,-0.0016,1
3.5540,0.0096,-0.0015,1
3.5530,0.0097,-0.0010,1
3.5519,0.0097,-0.0013,1
3.5509,0.0098,-0.0011,1
3.5501,0.0095,-0.0010,1
3.5491,0.0094,-0.0009,1
3.5480,0.0098,-0.0007,1
3.5474,0.0094,-0.0009,1
3.5464,0.0095,-0.0004,1
3.5458,0.0091,-0.0006,1
3.5449,0.0091,-0.0005,1
3.5439,0.0091,-0.0006,1
3.5430,0.0089,-0.0009,1
3.5421,0.0088,-0.0010,1
3.5414,0.0087,-0.0008,1
3.5405,0.0086,-0.0008,1
3.5396,0.0084,-0.0014,1
3.5389,0.0085,-0.0009,1
3.5383,0.0081,-0.0014,1
3.5373,0.0085,-0.0006,1
3.5366,0.0082,-0.0009,1
3.5360,0.0079,-0.0012,1
3.5350,0.0080,-0.0009,1
3.5343,0.0079,-0.0009,1
3.5335,0.0079,-0.0009,1
3.5329,0.0076,-0.0010,1
3.5316,0.0080,-0.0004,1
3.5311,0.0078,-0.0007,1
3.5305,0.0078,-0.0004,1
3.5298,0.0075,-0.0010,1
3.5293,0.0074,-0.0009,1
3.5285,0.0075,-0.0004,1
3.5275,0.0075,-0.0005,1
3.5270,0.0072,-0.0006,1
3.5263,0.0073,-0.0006,1
3.5254,0.0075,-0.0001,1
3.5245,0.0071,-0.0009,1
3.5240,0.0071,-0.0006,1
3.5231,0.0074,-0.0004,1
3.5229,0.0069,-0.0006,1
3.5218,0.0075,0.0001,1
3.5213,0.0072,-0.0003,1
3.5204,0.0071,-0.0004,1
3.5200,0.0070,-0.0002,1
3.5194,0.0069,-0.0004,1
3.5186,0.0067,-0.0008,1
3.5180,0.0065,-0.0006,1
3.5175,0.0065,-0.0006,1
3.5166,0.0065,-0.0009,1
3.5163,0.0066,-0.0003,1
3.5156,0.0061,-0.0014,1
3.5149,0.0064,-0.0009,1
3.5143,0.0061,-0.0010,1
3.5138,0.0063,-0.0008,1
3.5131,0.0062,-0.0006,1
3.5126,0.0060,-0.0008,1
3.5118,0.0063,-0.0003,1
3.5111,0.0064,-0.0001,1
3.5108,0.0059,-0.0006,1
3.5096,0.0066,0.0000,1
3.5095,0.0061,0.0000,1
3.5088,0.0061,-0.0003,1
3.5081,0.0061,0.0000,1
3.5078,0.0060,-0.0003,1
3.5068,0.0064,0.0001,1
3.5065,0.0061,0.0001,1
3.5058,0.0060,-0.0003,1
3.5054,0.0058,-0.0006,1
3.5048,0.0060,0.0001,1
3.5041,0.0055,-0.0011,1
3.5036,0.0059,-0.0002,1
3.5033,0.0055,-0.0006,1
3.5023,0.0059,-0.0002,1
3.5020,0.0058,-0.0002,1
3.5013,0.0055,-0.0009,1
3.5009,0.0056,-0.0005,1
3.5003,0.0055,-0.0005,1
3.4996,0.0057,0.0000,1
3.4990,0.0057,-0.0003,1
3.4985,0.0056,0.0001,1
3.4980,0.0056,-0.0003,1
3.4976,0.0056,0.0001,1
3.4970,0.0052,-0.0006,1
3.4964,0.0056,-0.0001,1
3.4959,0.0054,-0.0001,1
3.4954,0.0055,-0.0001,1
3.4946,0.0056,0.0001,1
3.4941,0.0055,-0.0003,1
3.4935,0.0055,-0.0002,1
3.4933,0.0053,-0.0004,1
3.4926,0.0054,-0.0002,1
3.4920,0.0056,0.0000,1
3.4918,0.0052,0.0000,1
3.4909,0.0055,-0.0001,1
3.4906,0.0053,-0.0001,1
3.4899,0.0055,0.0000,1
3.4895,0.0051,-0.0005,1
3.4889,0.0052,-0.0002,1
3.4884,0.0051,-0.0004,1
3.4875,0.0058,0.0005,1
3.4873,0.0054,0.0000,1
3.4868,0.0053,-0.0004,1
3.4864,0.0054,0.0001,1
3.4856,0.0052,-0.0003,1
3.4853,0.0054,0.0001,1
3.4848,0.0051,-0.0004,1
3.4841,0.0054,0.0002,1
3.4835,0.0054,0.0001,1
3.4826,0.0057,0.0006,1
3.4823,0.0052,-0.0005,1
3.4820,0.0052,-0.0001,1
3.4813,0.0055,0.0002,1
3.4806,0.0058,0.0004,1
3.4803,0.0054,0.0001,1
3.4799,0.0054,0.0000,1
3.4793,0.0055,0.0004,1
3.4789,0.0053,-0.0001,1
3.4781,0.0054,0.0000,1
3.4775,0.0051,-0.0006,1
3.4769,0.0054,0.0001,1
3.4764,0.0056,0.0004,1
3.4759,0.0054,-0.0001,1
3.4756,0.0050,-0.0008,1
3.4748,0.0055,0.0001,1
3.4745,0.0054,0.0000,1
3.4736,0.0056,0.0001,1
3.4734,0.0055,0.0002,1
3.4726,0.0055,0.0001,1
3.4723,0.0053,0.0001,1
3.4716,0.0052,-0.0001,1
3.4709,0.0055,-0.0001,1
3.4704,0.0055,0.0001,1
3.4699,0.0057,0.0007,1
3.4694,0.0054,-0.0001,1
3.4691,0.0054,0.0000,1
3.4683,0.0054,-0.0003,1
3.4678,0.0056,0.0001,1
3.4669,0.0057,0.0002,1
3.4665,0.0057,0.0005,1
3.4660,0.0056,0.0004,1
3.4656,0.0052,-0.0003,1
3.4648,0.0056,0.0001,1
3.4645,0.0054,-0.0004,1
3.4639,0.0055,0.0001,1
3.4631,0.0060,0.0006,1
3.4628,0.0055,0.0001,1
3.4621,0.0056,0.0000,1
3.4614,0.0055,-0.0002,1
3.4608,0.0058,0.0000,1
3.4603,0.0057,0.0001,1
3.4596,0.0060,0.0008,1
3.4591,0.0056,0.0000,1
3.4583,0.0063,0.0009,1
3.4579,0.0060,0.0005,1
3.4571,0.0060,0.0000,1
3.4566,0.0061,0.0006,1
3.4563,0.0059,0.0003,1
3.4554,0.0060,0.0005,1
3.4546,0.0061,0.0004,1
3.4543,0.0060,0.0002,1
3.4531,0.0065,0.0005,1
3.4529,0.0063,0.0006,1
3.4520,0.0062,0.0000,1
3.4516,0.0062,0.0002,1
3.4506,0.0065,0.0005,1
3.4501,0.0065,0.0004,1
3.4498,0.0065,0.0006,1
3.4489,0.0065,0.0005,1
3.4481,0.0065,0.0004,1
3.4474,0.0069,0.0009,1
3.4468,0.0064,-0.0001,1
3.4465,0.0064,0.0001,1
3.4455,0.0065,0.0003,1
3.4449,0.0068,0.0005,1
3.4443,0.0064,-0.0001,1
3.4434,0.0067,0.0002,1
3.4429,0.0069,0.0004,1
3.4418,0.0071,0.0006,1
3.4413,0.0069,0.0004,1
3.4408,0.0066,-0.0003,1
3.4398,0.0070,0.0006,1
3.4391,0.0074,0.0010,1
3.4383,0.0072,0.0007,1
3.4374,0.0075,0.0007,1
3.4369,0.0074,0.0010,1
3.4358,0.0076,0.0009,1
3.4351,0.0077,0.0009,1
3.4345,0.0072,0.0001,1
3.4336,0.0076,0.0008,1
3.4329,0.0079,0.0013,1
3.4320,0.0078,0.0008,1
3.4313,0.0079,0.0005,1
3.4306,0.0076,0.0004,1
3.4298,0.0076,0.0001,1
3.4289,0.0080,0.0006,1
3.4284,0.0074,-0.0003,1
3.4274,0.0078,0.0000,1
3.4264,0.0081,0.0009,1
3.4258,0.0079,0.0002,1
3.4251,0.0078,-0.0001,1
3.4240,0.0080,0.0002,1
3.4233,0.0080,0.0001,1
3.4221,0.0085,0.0009,1
3.4214,0.0084,0.0007,1
3.4205,0.0084,0.0004,1
3.4198,0.0086,0.0013,1
3.4188,0.0086,0.0009,1
3.4181,0.0083,0.0001,1
3.4169,0.0089,0.0010,1
3.4161,0.0090,0.0013,1
3.4153,0.0088,0.0008,1
3.4143,0.0090,0.0010,1
3.4134,0.0088,0.0002,1
3.4123,0.0091,0.0008,1
3.4114,0.0091,0.0007,1
3.4105,0.0092,0.0006,1
3.4095,0.0093,0.0006,1
3.4085,0.0096,0.0014,1
3.4078,0.0091,0.0003,1
3.4066,0.0095,0.0005,1
3.4058,0.0095,0.0008,1
3.4049,0.0094,0.0004,1
3.4043,0.0091,0.0004,1
3.4029,0.0094,0.0002,1
3.4020,0.0094,0.0003,1
3.4008,0.0098,0.0005,1
3.3999,0.0096,0.0004,1
3.3986,0.0099,0.0002,1
3.3976,0.0101,0.0010,1
3.3965,0.0101,0.0006,1
3.3955,0.0102,0.0007,1
3.3946,0.0102,0.0009,1
3.3931,0.0111,0.0020,1
3.3924,0.0105,0.0011,1
3.3913,0.0107,0.0014,1
3.3903,0.0105,0.0007,1
3.3891,0.0107,0.0011,1
3.3876,0.0110,0.0011,1
3.3870,0.0106,0.0005,1
3.3854,0.0111,0.0010,1
3.3846,0.0109,0.0006,1
3.3833,0.0114,0.0011,1
3.3825,0.0106,-0.0005,1
3.3810,0.0114,0.0009,1
3.3796,0.0116,0.0009,1
3.3785,0.0118,0.0013,1
3.3775,0.0116,0.0009,1
3.3760,0.0116,0.0006,1
3.3751,0.0119,0.0013,1
3.3735,0.0119,0.0007,1
3.3724,0.0122,0.0014,1
3.3711,0.0121,0.0007,1
3.3694,0.0131,0.0025,1
3.3685,0.0125,0.0011,1
3.3670,0.0126,0.0010,1
3.3660,0.0125,0.0007,1
3.3646,0.0129,0.0012,1
3.3629,0.0131,0.0015,1
3.3619,0.0133,0.0014,1
3.3606,0.0129,0.0010,1
3.3593,0.0131,0.0009,1
3.3578,0.0134,0.0013,1
3.3568,0.0126,-0.0005,1
3.3554,0.0131,0.0006,1
3.3538,0.0133,0.0006,1
3.3523,0.0137,0.0013,1
3.3510,0.0136,0.0008,1
3.3498,0.0131,0.0000,1
3.3483,0.0136,0.0004,1
3.3468,0.0139,0.0010,1
3.3455,0.0138,0.0006,1
3.3439,0.0139,0.0005,1
3.3429,0.0139,0.0013,1
3.3413,0.0141,0.0010,1
3.3400,0.0137,0.0005,1
3.3384,0.0139,0.0001,1
3.3366,0.0144,0.0008,1
3.3354,0.0144,0.0013,1
3.3339,0.0144,0.0008,1
3.3325,0.0143,0.0004,1
3.3309,0.0146,0.0009,1
3.3289,0.0150,0.0011,1
3.3275,0.0154,0.0015,1
3.3258,0.0155,0.0014,1
3.3241,0.0159,0.0021,1
3.3223,0.0161,0.0022,1
3.3206,0.0160,0.0016,1
3.3190,0.0164,0.0020,1
3.3174,0.0165,0.0021,1
3.3155,0.0170,0.0027,1
3.3138,0.0171,0.0025,1
3.3116,0.0172,0.0022,1
3.3098,0.0178,0.0024,1
3.3080,0.0177,0.0023,1
3.3060,0.0181,0.0022,1
3.3039,0.0184,0.0023,1
3.3018,0.0189,0.0029,1
3.2999,0.0191,0.0028,1
3.2971,0.0202,0.0038,1
3.2953,0.0202,0.0032,1
3.2921,0.0216,0.0045,1
3.2894,0.0223,0.0050,1
3.2871,0.0226,0.0049,1
3.2844,0.0236,0.0059,1
3.2816,0.0244,0.0062,1
3.2786,0.0252,0.0069,1
3.2755,0.0263,0.0074,1
3.2720,0.0279,0.0087,1
3.2688,0.0284,0.0081,1
3.2648,0.0305,0.0103,1
3.2614,0.0308,0.0091,1
3.2570,0.0324,0.0101,1
3.2530,0.0341,0.0115,1
3.2489,0.0355,0.0119,1
3.2436,0.0380,0.0136,1
3.2389,0.0397,0.0145,1
3.2339,0.0416,0.0154,1
3.2274,0.0446,0.0168,1
3.2211,0.0476,0.0193,1
3.2150,0.0498,0.0193,1
3.2084,0.0530,0.0222,1
3.2005,0.0565,0.0241,1
3.1924,0.0606,0.0265,1
3.1836,0.0653,0.0297,1
3.1741,0.0695,0.0315,1
3.1634,0.0755,0.0358,1
3.1524,0.0815,0.0399,1
3.1400,0.0874,0.0428,1
3.1266,0.0945,0.0469,1
3.1120,0.1030,0.0533,1
3.0968,0.1116,0.0586,1
